Reviews,stars,name,location
"I love this restaurant! I say it everytime but it’s my favorite. The food,the service and the  fact that it’s byob all of it is outstanding!",5,OpenTable Diner,New York Area
"We've gone to Café Venezia three times now and haven't been let down yet. The owners and servers are friendly and attentive, the food is magnificent. The prices run somewhat on the  high side (but the food is worth it!) so it isn't a place we can frequent often - we reserve it for special occasions. All the pasta is ""homemade"" - we've had veal, chicken, seafood and meatless entrees and every one (so far) has been delicious. We're already planning our next dinner there with another couple.",4,DrKelso,New York Area
What separates this one from all the others is their attention to detail and most of all-  consistency! All too often a new restuant opens to sparkling reviews and immediately starts going downhill. The restaurant has been able to maintain absolutely fabulous meals for over 2 years now and still going strong.  Worth your while.,5,joeyvee99,New York Area
"We eat  at this restaurant weekly. What an amazing gem! The owners are friendly, care about their customers and treat everyone like family. The wait staff is excellent. The food is a gastronomic delight. ...a unique menu with interesting sauces, ingredients and preparations.... out-of the norm....Calamari for example.... prepared with their homemade sausage, cherry peppers and an interesting sauce, then placed in an edible basket.  The daily specials really are special! My husband has yet, to order off the menu. Fish is fresh daily and these specials are delightful. This is a must-go-to restaurant for foodies!",5,OpenTable Diner,Charleston
"The brothers that own Café Venezia are always involved with the entire dining experience. They greet, serve, and are genuinely concerned that every patron has a wonderful dining experience. The food is consistently well prepared and the ingredients are fresh. There is a wide variety of choices on their menu. And they always have interesting specials to offer as an option to the regular menu offerings. Eddie and Leo will always go out of their way to make Café Venezia your go to BYOB, fine dining restaurant.",5,Pacman,New York Area
A very pleasant atmosphere. Friendly service and most of all a delicious meal.,5,OpenTable Diner,Dined 3 days ago
Business dinner,5,OpenTable Diner,Dined 4 days ago
Food and Service were Great- as always! Have been introducing our friends to this place by recommending we meet there for get together and good food. So far they have all enjoyed it! The food seems to be prepared that day and the waiter was impressively informed on the menu.,5,Alex,New York Area
"Amazing, authentic Italian cuisine. Bolognese is may favorite, but the specials are always interesting, too.",5,OpenTable Diner,San Francisco
Always delicious.  This is our new go to place for Italian food. Staff is extremely accommodating and make you feel so welcome.  Definitely give it a try..you won't be disappointed!,5,OpenTable Diner,New York Area
The food was amazing and the service was just as great! Will definitely be going back again :),5,OpenTable Diner,New York Area
"This was my second visit and it was even better than the first.  The hostess and servers/owners (3 brothers) were welcoming, conversational, attentive, and professional.  We shared the calamari appetizer, which was enough for the 4 of us.  I had a fresh fish special and the other 3 had various veal dishes, all of which were exceptional.  We'll certainly go back soon!",5,NJfind,New York Area
"Found this restaurant in Open Table as a neighborhood gem.  It is close to my cousin's, so we decided to try when were visiting my cousin.  The food is very good, very tasty.  We will definitely come again.",5,Tangby,New York Area
"In looking for a good BYO that would be a convenient location for our party of 7, I came across Cafe Venezia.  Considering the stellar reviews I didn’t think we could go wrong and we did not . Our table was ready when we arrived and we had plenty of friendly assistance from the staff.   A truly great lovely family that  is passionate about  their business . Being the foodies that we are, we were very critical and Cafe Venezia passed with flying colors on all courses.   Had a great meal and a great time and look forward to going back.",5,LinnieG,Charleston
Our favorite restaurant in town! Food and service is always outstanding.,5,OpenTable Diner,New York Area
The staff is outstanding and very attentive to its customers.   The food quality is also outstanding.   Fresh and cooked to perfection.   A truly amazing local restaurant.,5,AFPagano,New York Area
Food was fabulous!  Loved it!  It has become our favorite go to place for special occasions!,5,tina,New York Area
"Always dependable for very good food and a caring staff. Service and wait times can be irregular, but menu choices, quality and earnestness are high.   Leo puts a lot of care and effort into the restaurant.",5,Morog,New York Area
"I am never disappointed, and I’ve been here at least 50 times. From the friendly knowledgeable waitstaff to the delicious gourmet dining it’s always a wonderful time.",5,OpenTable Diner,New York Area
The salads and entrees were excellent.  Lots of flavor and nice portions.  The chef made dietary changes to one of the meals. Our second time at Venezia and we will definitely return.,5,OpenTable Diner,New York Area
im reluctant to go to any other restraunts when I have Cafe venezia ....,5,OpenTable Diner,New York Area
The high level of food and service was only exceeded by the owner's interaction with his customers,5,OpenTable Diner,New York Area
